date,lat,lon,alt
9-3-12,8.392010,-10.707295,338.20001220703102
9-3-12,8.400271,-10.709503,329.89999389648398
8-3-12,8.367198,-10.715623,338
8-3-12,8.372082,-10.720250,343.100006103515
14-3-12,8.406590,-10.740845,376.5
7-Feb-12,8.406803,-10.742373,372.89999389648398
4-Feb-12,8.393732,-10.757189,377.100006103515
9-3-12,8.402270,-10.761296,381
9-3-12,8.402164,-10.762066,379.89999389648398
4-Feb-12,8.403731,-10.762923,374.70001220703102
8-3-12,8.335164,-10.745658,358.5
8-3-12,8.334634,-10.749474,362.5
2-Feb-12,8.384154,-10.828915,303.100006103515
7-3-12,8.388485,-10.831224,302.5
8-3-12,8.401973,-10.835888,272.89999389648398
8-3-12,8.401825,-10.835927,283.89999389648398
8-3-12,8.402801,-10.838210,284
8-3-12,8.402204,-10.840003,263.39999389648398
8-3-12,8.401637,-10.840699,254.89999389648401
8-3-12,8.403937,-10.841514,275.70001220703102
8-3-12,8.404092,-10.841624,270
8-3-12,8.404498,-10.841735,298.100006103515
8-3-12,8.404032,-10.841974,249
8-3-12,8.402424,-10.832049,294.70001220703102
6-3-12,8.369111,-10.800348,299.20001220703102
6-3-12,8.368802,-10.800667,292.29998779296801
5-3-12,8.359101,-10.809658,299.70001220703102
5-3-12,8.364148,-10.811089,279.20001220703102
5-3-12,8.316347,-10.818218,238
6-3-12,8.255204,-10.811715,241.89999389648401
6-3-12,8.255132,-10.811727,276
5-3-12,8.255990,-10.835467,232.30000305175699
5-3-12,8.256119,-10.835500,241.600006103515
6-3-12,8.267802,-10.833879,261
5-3-12,8.272383,-10.833444,232.30000305175699
3-3-12,8.212734,-10.840305,222.89999389648401
3-3-12,8.213654,-10.840376,223.19999694824199
3-3-12,8.213315,-10.840504,224.600006103515
3-3-12,8.213006,-10.840514,223.30000305175699
3-3-12,8.212813,-10.840522,228.19999694824199
3-3-12,8.213490,-10.840560,230.5
3-3-12,8.213719,-10.840734,207.19999694824199
3-3-12,8.213905,-10.840741,201.69999694824199
3-3-12,8.215194,-10.840797,226
3-3-12,8.213536,-10.840810,214.69999694824199
3-3-12,8.216440,-10.840847,219
3-3-12,8.213065,-10.841001,221.39999389648401
3-3-12,8.215147,-10.841050,202.89999389648401
3-3-12,8.212969,-10.841213,214
3-3-12,8.213672,-10.841220,209.19999694824199
3-3-12,8.213400,-10.841250,231.19999694824199
3-3-12,8.212597,-10.841297,217.89999389648401
3-3-12,8.213851,-10.841426,231.39999389648401
2-3-12,8.240837,-10.788253,289.29998779296801
2-3-12,8.239839,-10.790604,303.89999389648398
2-3-12,8.239804,-10.790620,303
2-3-12,8.238843,-10.792162,325
2-3-12,8.223846,-10.816625,236.30000305175699
2-3-12,8.224235,-10.816821,267.29998779296801
2-3-12,8.192323,-10.844499,219.89999389648401
15-3-12,8.146693,-10.797334,233.5
15-3-12,8.147939,-10.797820,232
15-3-12,8.146626,-10.798220,214.30000305175699
15-3-12,8.146112,-10.798347,231.89999389648401
15-3-12,8.148053,-10.798740,251.89999389648401
15-3-12,8.148616,-10.799334,348.20001220703102
15-3-12,8.147626,-10.795278,305.79998779296801
17-3-12,8.134056,-10.784800,227.69999694824199
1-3-12,8.141944,-10.815886,225.89999389648401
29-Feb-12,8.141371,-10.816069,248.5
1-3-12,8.141720,-10.816224,215.89999389648401
1-3-12,8.140723,-10.816236,224.80000305175699
1-3-12,8.141760,-10.816323,214.80000305175699
1-3-12,8.141661,-10.816568,230
1-3-12,8.140808,-10.816893,215.100006103515
27-1-12,8.140547,-10.816902,239.80000305175699
29-Feb-12,8.140470,-10.817257,231
1-3-12,8.140404,-10.817619,226.19999694824199
1-3-12,8.140551,-10.817913,235.5
29-Feb-12,8.140664,-10.818165,232.600006103515
1-3-12,8.141311,-10.818205,227.80000305175699
1-3-12,8.140165,-10.818611,228.89999389648401
1-3-12,8.140620,-10.818695,256.70001220703102
1-3-12,8.140618,-10.819051,226.19999694824199
26-1-12,8.139834,-10.819627,226.39999389648401
29-Feb-12,8.136412,-10.820506,241.39999389648401
27-1-12,8.136265,-10.820677,237.80000305175699
29-Feb-12,8.123437,-10.844270,240.39999389648401
16-3-12,8.128001,-10.784323,217.80000305175699
16-3-12,8.127538,-10.784877,220.5
16-3-12,8.127304,-10.785491,258.79998779296801
16-3-12,8.125825,-10.785678,207.39999389648401
16-3-12,8.125816,-10.785844,196.19999694824199
16-3-12,8.123507,-10.786699,217
16-3-12,8.124650,-10.787184,218.30000305175699
16-3-12,8.124361,-10.787431,204
16-3-12,8.124726,-10.787701,216.89999389648401
16-3-12,8.124838,-10.787807,224.30000305175699
16-3-12,8.122349,-10.787982,217.5
16-3-12,8.123575,-10.788580,224.69999694824199
16-3-12,8.123009,-10.788866,238.19999694824199
16-3-12,8.122217,-10.788946,217.39999389648401
16-3-12,8.121362,-10.789073,205.30000305175699
16-3-12,8.122144,-10.789665,223.69999694824199
16-3-12,8.121224,-10.789698,224
16-3-12,8.121288,-10.789736,197
16-3-12,8.123770,-10.789787,246.39999389648401
16-3-12,8.121671,-10.790597,206.69999694824199
16-3-12,8.121658,-10.787085,203.80000305175699
16-3-12,8.121880,-10.787137,215.5
16-3-12,8.122041,-10.787176,204.39999389648401
15-3-12,8.081523,-10.819450,222.600006103515
15-3-12,8.081367,-10.819478,198.39999389648401
15-3-12,8.080953,-10.819553,244.80000305175699
15-3-12,8.082550,-10.820034,230.39999389648401
15-3-12,8.082339,-10.820039,240.100006103515
15-3-12,8.082316,-10.820175,222.100006103515
16-3-12,8.090013,-10.808567,205.100006103515
16-3-12,8.090258,-10.808668,232.30000305175699
16-3-12,8.090313,-10.808927,215.19999694824199
16-3-12,8.091054,-10.809044,205.100006103515
17-3-12,8.087523,-10.812025,216.69999694824199
15-Feb-12,8.100283,-10.827117,242.39999389648401
12-Feb-12,8.100787,-10.827228,242.19999694824199
12-Feb-12,8.101925,-10.827606,238.19999694824199
16-3-12,8.092532,-10.809428,182.600006103515
16-3-12,8.091104,-10.809571,202.600006103515
16-3-12,8.090199,-10.809604,197.89999389648401
16-3-12,8.091615,-10.809613,210.89999389648401
11-Feb-12,8.090487,-10.809727,236.80000305175699
16-3-12,8.091003,-10.809997,179.39999389648401
11-Feb-12,8.091504,-10.810144,222.80000305175699
16-3-12,8.091206,-10.810147,212.19999694824199
11-Feb-12,8.090873,-10.810391,217.30000305175699
11-Feb-12,8.092943,-10.810409,249.80000305175699
16-3-12,8.090962,-10.810752,247.89999389648401
16-3-12,8.090269,-10.810807,202.39999389648401
16-3-12,8.089632,-10.811077,217.19999694824199
16-3-12,8.089950,-10.811765,239.30000305175699
15-3-12,8.088762,-10.785984,212.5
15-3-12,8.088181,-10.786071,111.09999847412099
15-3-12,8.091251,-10.786719,213.5
15-3-12,8.078303,-10.793660,231.19999694824199
15-3-12,8.078081,-10.794201,216.600006103515
15-3-12,8.078039,-10.794400,238.600006103515
15-3-12,8.079533,-10.794835,261.79998779296801
15-3-12,8.078045,-10.794640,220.100006103515
15-3-12,8.079434,-10.795873,228.30000305175699
16-3-12,8.078155,-10.796701,191.100006103515
15-3-12,8.078357,-10.796740,190.80000305175699
16-3-12,8.080767,-10.797161,218.19999694824199
2-3-12,8.223415,-10.814151,244.30000305175699
9-3-12,8.398667,-10.654742,301
9-3-12,8.397258,-10.662558,293
9-3-12,8.397411,-10.662802,343.20001220703102
7-3-12,8.349619,-10.836269,235.80000305175699
2-Feb-12,8.356174,-10.836445,290.20001220703102
7-3-12,8.356877,-10.836594,278.79998779296801
8-3-12,8.355309,-10.836822,282
8-3-12,8.354921,-10.837333,224
7-3-12,8.357598,-10.838192,297.79998779296801
7-3-12,8.357468,-10.838443,284.100006103515
31-1-12,8.312822,-10.818376,219.100006103515
31-1-12,8.312991,-10.819104,209.30000305175699
5-3-12,8.314805,-10.819199,219.80000305175699
31-1-12,8.312298,-10.819381,211
5-3-12,8.312073,-10.820251,223.5
5-3-12,8.315746,-10.817776,225.600006103515
5-3-12,8.313209,-10.817857,217.39999389648401
5-3-12,8.314144,-10.818357,223.600006103515
7-3-12,8.348528,-10.835352,298.89999389648398
8-3-12,8.386061,-10.678918,348.20001220703102
8-3-12,8.364349,-10.686880,319.20001220703102
8-3-12,8.363479,-10.687755,333.100006103515
8-3-12,8.363824,-10.688075,336.29998779296801
8-3-12,8.363203,-10.688373,328.100006103515
9-3-12,8.335368,-10.715988,311.29998779296801
9-3-12,8.335115,-10.716002,327.79998779296801
9-3-12,8.321079,-10.697399,284.29998779296801
9-3-12,8.326500,-10.714316,314
5-3-12,8.292331,-10.832700,198.80000305175699
5-3-12,8.286801,-10.839170,203.30000305175699
5-3-12,8.287747,-10.840055,215.5
5-3-12,8.287798,-10.840639,213.19999694824199
5-3-12,8.243795,-10.845124,229.600006103515
5-3-12,8.255275,-10.813535,256.29998779296801
6-3-12,8.255437,-10.813784,179.5
5-3-12,8.255325,-10.814654,225.100006103515
5-3-12,8.248246,-10.820903,244.80000305175699
16-3-12,8.178583,-10.740396,220.5
16-3-12,8.174118,-10.746315,238.89999389648401
16-3-12,8.171986,-10.747418,225.39999389648401
16-3-12,8.175910,-10.748914,229.80000305175699
17-3-12,8.168143,-10.750046,226.30000305175699
16-3-12,8.172008,-10.750080,213.100006103515
16-3-12,8.175374,-10.750577,214.69999694824199
16-3-12,8.172618,-10.750701,219.100006103515
16-3-12,8.176911,-10.751071,227.80000305175699
16-3-12,8.172934,-10.751235,244.39999389648401
17-3-12,8.171908,-10.751514,219.39999389648401
16-3-12,8.169948,-10.751519,217.5
19-3-12,8.064008,-10.826099,203.5
20-3-12,8.065755,-10.826894,230
17-3-12,8.037591,-10.817460,176.100006103515
17-3-12,8.037449,-10.817997,161.600006103515
17-3-12,8.052247,-10.835238,267.39999389648398
17-3-12,8.051865,-10.836145,203.80000305175699
19-3-12,8.052530,-10.836416,235.5
17-3-12,8.050325,-10.836608,352.39999389648398
17-3-12,8.049460,-10.838650,166.69999694824199
17-3-12,8.051397,-10.838967,196.69999694824199
17-3-12,8.023950,-10.826583,177.600006103515
29-3-12,7.990546,-10.843241,214
29-3-12,7.991220,-10.843446,213.5
29-3-12,7.990606,-10.843702,206.100006103515
29-3-12,7.990345,-10.843773,215.100006103515
29-3-12,7.990998,-10.843823,213.600006103515
30-3-12,7.990820,-10.844857,221.600006103515
30-3-12,7.990764,-10.844953,238.30000305175699
30-3-12,7.990246,-10.844958,217.30000305175699
30-3-12,7.991153,-10.842700,208.600006103515
30-3-12,7.991278,-10.842826,272.39999389648398
29-3-12,7.990651,-10.843012,199.89999389648401
29-3-12,7.991200,-10.843136,204.600006103515
30-3-12,7.987953,-10.839214,227
31-3-12,7.988791,-10.839495,242.19999694824199
30-3-12,7.988105,-10.839874,227.100006103515
30-3-12,7.988804,-10.839974,222.80000305175699
30-3-12,7.988453,-10.840156,224.100006103515
30-3-12,7.988316,-10.840247,218.89999389648401
30-3-12,7.989050,-10.840354,219.5
30-3-12,7.988464,-10.840879,221.39999389648401
30-3-12,7.989084,-10.841045,217
30-3-12,7.989744,-10.841164,218.600006103515
30-3-12,7.991399,-10.841167,234.5
30-3-12,7.990355,-10.841435,209.39999389648401
30-3-12,7.987888,-10.841452,209.19999694824199
27-Feb-12,7.988515,-10.841502,226.100006103515
30-3-12,7.990132,-10.841533,221.89999389648401
30-3-12,7.988381,-10.841573,227.89999389648401
31-3-12,7.989363,-10.841612,225
1-4-12,7.988435,-10.841751,228.80000305175699
30-3-12,7.990238,-10.841768,223.30000305175699
31-3-12,7.989359,-10.841795,225.19999694824199
30-3-12,7.990421,-10.842006,234.80000305175699
29-3-12,7.988843,-10.842064,213.19999694824199
29-3-12,7.989728,-10.842296,230.39999389648401
30-3-12,7.988263,-10.842552,220.89999389648401
29-3-12,7.989742,-10.842679,214.5
29-3-12,7.989062,-10.842748,217.5
5-Feb-12,7.989044,-10.843150,224
29-3-12,7.988655,-10.843183,216.30000305175699
2-4-12,7.989221,-10.843265,212.89999389648401
2-4-12,7.989483,-10.843533,197.19999694824199
29-3-12,7.989755,-10.843604,247.80000305175699
2-4-12,7.990034,-10.844245,218.80000305175699
29-3-12,7.990011,-10.844286,202.89999389648401
29-3-12,7.990027,-10.844344,217.80000305175699
29-3-12,7.988831,-10.843776,222
29-3-12,7.989220,-10.844287,224.30000305175699
29-3-12,7.988771,-10.844413,215.19999694824199
1-4-12,7.987960,-10.844289,215.69999694824199
30-3-12,7.986437,-10.842673,215.39999389648401
30-3-12,7.986503,-10.843578,214.100006103515
30-3-12,7.986626,-10.843592,208.69999694824199
29-3-12,7.987671,-10.843724,194
26-Feb-12,7.987584,-10.843739,215.30000305175699
29-3-12,7.987233,-10.843828,216.19999694824199
30-3-12,7.986568,-10.841966,230
30-3-12,7.987284,-10.842861,281.600006103515
30-3-12,7.987673,-10.843012,223.69999694824199
30-3-12,7.987448,-10.843119,229.30000305175699
29-3-12,7.988217,-10.843129,213.39999389648401
30-3-12,7.988038,-10.843141,223.5
30-3-12,7.986983,-10.841538,230.69999694824199
30-3-12,7.987893,-10.841596,212.19999694824199
30-3-12,7.987357,-10.841957,202.69999694824199
30-3-12,7.987181,-10.842047,215.89999389648401
30-3-12,7.987564,-10.842178,214.5
30-3-12,7.987472,-10.842257,216.39999389648401
30-3-12,7.987587,-10.842319,199.69999694824199
30-3-12,7.988023,-10.842529,238.39999389648401
27-3-12,7.920636,-10.831818,212.5
27-3-12,7.927108,-10.832508,206.5
27-3-12,7.921513,-10.832908,211.39999389648401
27-3-12,7.922527,-10.833633,212.100006103515
27-3-12,7.920670,-10.833879,220.600006103515
26-3-12,7.995460,-10.839642,224.5
26-3-12,7.995245,-10.839918,272.29998779296801
26-3-12,7.996320,-10.840388,254.39999389648401
26-3-12,7.995251,-10.840457,210.5
26-3-12,7.994260,-10.840475,215
26-3-12,7.994393,-10.840543,229.39999389648401
26-3-12,7.992631,-10.842038,210.5
26-3-12,7.995283,-10.842488,204.69999694824199
31-3-12,7.992582,-10.842593,199.100006103515
31-3-12,7.992585,-10.842613,217.30000305175699
26-3-12,7.992078,-10.842818,278.600006103515
26-3-12,7.994867,-10.842857,210.5
1-4-12,7.992542,-10.843034,216.89999389648401
26-3-12,7.995035,-10.843092,198.80000305175699
30-3-12,7.991574,-10.843103,214.89999389648401
1-4-12,7.992956,-10.843177,204.100006103515
1-4-12,7.992219,-10.843384,210.100006103515
1-4-12,7.991955,-10.843399,217.600006103515
1-4-12,7.992905,-10.843470,212
1-4-12,7.991760,-10.843493,184.5
26-3-12,7.993327,-10.843508,205.600006103515
1-4-12,7.992492,-10.843517,210.80000305175699
26-3-12,7.993386,-10.843584,183.80000305175699
29-3-12,7.991662,-10.843700,220.89999389648401
1-4-12,7.992989,-10.843884,157.100006103515
26-3-12,7.993328,-10.844014,222.30000305175699
26-3-12,7.991681,-10.844211,209.19999694824199
26-3-12,7.994201,-10.844274,200.80000305175699
26-3-12,7.994655,-10.844967,218.69999694824199
26-3-12,7.993040,-10.844326,207.5
26-3-12,7.993459,-10.844460,208.19999694824199
26-3-12,7.992176,-10.844491,203.19999694824199
26-3-12,7.993071,-10.844598,208.89999389648401
26-3-12,7.993790,-10.844713,205.19999694824199
26-3-12,7.993396,-10.844715,209.89999389648401
1-4-12,7.991327,-10.844784,220.5
26-3-12,7.993071,-10.844817,162.80000305175699
2-4-12,7.992867,-10.845049,228.30000305175699
29-3-12,7.987400,-10.844755,212.5
30-3-12,7.983840,-10.841763,209.39999389648401
30-3-12,7.984487,-10.842144,230.19999694824199
30-3-12,7.983969,-10.842272,231.39999389648401
30-3-12,7.983851,-10.842472,211.69999694824199
30-3-12,7.982850,-10.842781,210.69999694824199
30-3-12,7.982273,-10.843224,208.39999389648401
30-3-12,7.982355,-10.843590,208.69999694824199
29-3-12,7.984471,-10.843634,197
30-3-12,7.983022,-10.843738,218.100006103515
30-3-12,7.983028,-10.844028,213.30000305175699
29-3-12,7.985194,-10.844055,181.39999389648401
29-3-12,7.985192,-10.844089,215.39999389648401
30-3-12,7.983400,-10.844138,218.100006103515
30-3-12,7.982461,-10.844167,213.30000305175699
30-3-12,7.982376,-10.844178,252.69999694824199
30-3-12,7.983062,-10.844192,192.100006103515
30-3-12,7.983661,-10.844226,249
30-3-12,7.982762,-10.844231,221
30-3-12,7.983390,-10.844472,218.600006103515
30-3-12,7.983309,-10.844651,191.600006103515
30-3-12,7.983785,-10.845064,201.100006103515
30-3-12,7.984050,-10.837355,233.19999694824199
30-3-12,7.986736,-10.839581,231.89999389648401
25-Feb-12,7.983543,-10.840005,231.19999694824199
30-3-12,7.983176,-10.840712,225.19999694824199
30-3-12,7.986811,-10.840777,264.89999389648398
30-3-12,7.986768,-10.841018,243.19999694824199
30-3-12,7.986586,-10.841102,232.80000305175699
30-3-12,7.985359,-10.841114,227.30000305175699
30-3-12,7.984366,-10.841488,274.20001220703102
31-3-12,7.986740,-10.841516,212.80000305175699
30-3-12,7.984853,-10.841626,231.19999694824199
31-3-12,7.986368,-10.837710,194.30000305175699
30-3-12,7.988629,-10.838144,228.30000305175699
31-3-12,7.986324,-10.838236,202.39999389648401
30-3-12,7.988189,-10.838295,219.80000305175699
30-3-12,7.988370,-10.838498,225.600006103515
31-3-12,7.988831,-10.838607,241.5
30-3-12,7.988333,-10.838608,224.600006103515
30-3-12,7.987708,-10.838745,214.89999389648401
30-3-12,7.990937,-10.838809,204.69999694824199
30-3-12,7.990792,-10.838912,202.39999389648401
30-3-12,7.990978,-10.838938,211.89999389648401
30-3-12,7.991056,-10.838948,223.100006103515
30-3-12,7.990825,-10.839003,205.30000305175699
29-3-12,7.990300,-10.840204,148.5
30-3-12,7.991714,-10.840438,150.30000305175699
30-3-12,7.991575,-10.840535,213.89999389648401
30-3-12,7.991786,-10.840810,236.69999694824199
30-3-12,7.992246,-10.840871,215.5
30-3-12,7.991120,-10.840959,222.600006103515
30-3-12,7.992540,-10.841021,134.89999389648401
30-3-12,7.991756,-10.841599,213.30000305175699
1-4-12,7.991512,-10.842053,211.69999694824199
30-3-12,7.991356,-10.842642,206
29-3-12,7.987112,-10.844061,198.80000305175699
29-3-12,7.986463,-10.844294,211
29-3-12,7.985805,-10.844589,230.100006103515
31-3-12,7.987201,-10.844614,218.100006103515
25-Feb-12,7.986507,-10.844657,191.89999389648401
29-3-12,7.986922,-10.844750,214.100006103515
28-3-12,7.986654,-10.845046,281.79998779296801
23-Feb-12,7.959272,-10.829063,227.80000305175699
28-3-12,7.963189,-10.833957,234.5
28-3-12,7.964057,-10.834331,226.5
23-Feb-12,7.962990,-10.834375,225.39999389648401
23-Feb-12,7.962731,-10.834694,239
23-Feb-12,7.963447,-10.834699,248.19999694824199
23-Feb-12,7.961839,-10.834740,229.19999694824199
28-3-12,7.966883,-10.834746,207.80000305175699
28-3-12,7.963274,-10.834776,220.30000305175699
28-3-12,7.963281,-10.834808,234.5
28-3-12,7.963794,-10.834893,183.19999694824199
23-Feb-12,7.964674,-10.835056,237.69999694824199
28-3-12,7.964294,-10.835106,224.30000305175699
28-3-12,7.963300,-10.835124,234.80000305175699
23-Feb-12,7.962596,-10.835163,282.79998779296801
28-3-12,7.962824,-10.835304,228.30000305175699
28-3-12,7.962265,-10.835340,216.600006103515
28-3-12,7.964857,-10.835619,284.600006103515
23-Feb-12,7.964157,-10.835711,238.5
28-3-12,7.962328,-10.835924,261.29998779296801
28-3-12,7.963108,-10.835996,213.69999694824199
28-3-12,7.962086,-10.836085,234.100006103515
28-3-12,7.961699,-10.836257,215.69999694824199
23-Feb-12,7.958673,-10.836285,237.89999389648401
23-Feb-12,7.959876,-10.836370,257.600006103515
28-3-12,7.961168,-10.836407,231.100006103515
28-3-12,7.960445,-10.836652,233.600006103515
28-3-12,7.959251,-10.837396,227.19999694824199
2-4-12,8.003250,-10.815365,211
2-4-12,8.003590,-10.815584,210.100006103515
2-4-12,8.003382,-10.816582,208.69999694824199
2-4-12,8.003908,-10.816892,225.5
28-Feb-12,8.004725,-10.817141,225.100006103515
2-4-12,8.002771,-10.817308,224.600006103515
2-4-12,8.003476,-10.817403,214.89999389648401
28-Feb-12,8.002322,-10.817676,219.89999389648401
2-4-12,8.002657,-10.817827,223.19999694824199
2-4-12,8.004220,-10.818299,238.100006103515
3-4-12,8.003100,-10.818510,208.39999389648401
2-4-12,8.001243,-10.822782,222.30000305175699
31-3-12,7.995729,-10.835917,227.69999694824199
31-3-12,7.996651,-10.836060,227.69999694824199
31-3-12,7.994677,-10.836437,208.89999389648401
31-3-12,7.995998,-10.838198,227.100006103515
21-Feb-12,7.878784,-10.787921,213.30000305175699
21-Feb-12,7.879929,-10.788049,221
21-Feb-12,7.880081,-10.788831,213
22-Feb-12,7.878989,-10.788866,218.39999389648401
21-Feb-12,7.879387,-10.788881,233.5
22-Feb-12,7.878167,-10.788971,242.30000305175699
21-Feb-12,7.879187,-10.789005,207.100006103515
21-Feb-12,7.879025,-10.789021,238.600006103515
22-Feb-12,7.879090,-10.789022,233.5
23-Feb-12,7.878985,-10.789531,249.5
22-Feb-12,7.878861,-10.789597,236.5
21-Feb-12,7.878912,-10.789644,219.600006103515
22-Feb-12,7.878746,-10.789651,233.600006103515
22-Feb-12,7.879633,-10.790038,232.80000305175699
21-Feb-12,7.878904,-10.790233,192.89999389648401
21-Feb-12,7.879051,-10.791143,214.30000305175699
21-Feb-12,7.881673,-10.794025,233.39999389648401
21-Feb-12,7.880970,-10.794091,233.600006103515
22-Feb-12,7.876631,-10.784722,230
22-Feb-12,7.876909,-10.784819,280.39999389648398
22-Feb-12,7.877297,-10.784828,280.39999389648398
23-Feb-12,7.878342,-10.785457,217.80000305175699
23-Feb-12,7.879232,-10.785797,225.30000305175699
22-Feb-12,7.877567,-10.786663,223.89999389648401
22-Feb-12,7.877560,-10.786665,220.39999389648401
22-Feb-12,7.876718,-10.786678,242.30000305175699
22-Feb-12,7.876743,-10.786807,234
22-Feb-12,7.876640,-10.787006,256.89999389648398
22-Feb-12,7.876923,-10.787052,244.69999694824199
22-Feb-12,7.877334,-10.787149,228
22-Feb-12,7.876734,-10.787193,226.19999694824199
22-Feb-12,7.878477,-10.787381,229.30000305175699
21-Feb-12,7.877491,-10.787471,200.39999389648401
22-Feb-12,7.877877,-10.788131,231.80000305175699
23-Feb-12,7.877848,-10.788144,223.69999694824199
21-Feb-12,7.877894,-10.788155,225.19999694824199
22-Feb-12,7.877234,-10.787867,222
23-Feb-12,7.876654,-10.788303,259.100006103515
23-Feb-12,7.877034,-10.788569,223.600006103515
21-Feb-12,7.872661,-10.784586,236.80000305175699
21-Feb-12,7.873183,-10.786615,211
21-Feb-12,7.873379,-10.787185,217.30000305175699
21-Feb-12,7.873913,-10.788003,223.89999389648401
21-Feb-12,7.874234,-10.788492,227.39999389648401
21-Feb-12,7.874890,-10.788525,246.19999694824199
21-Feb-12,7.874260,-10.788551,222.69999694824199
21-Feb-12,7.874018,-10.788618,214.5
21-Feb-12,7.875013,-10.788619,241
21-Feb-12,7.874895,-10.788955,235.30000305175699
21-Feb-12,7.875464,-10.789035,221.5
21-Feb-12,7.873594,-10.789340,195.600006103515
21-Feb-12,7.873534,-10.790216,200.5
21-Feb-12,7.873075,-10.790829,204.69999694824199
21-Feb-12,7.873495,-10.790969,197.30000305175699
21-Feb-12,7.877377,-10.789486,204.600006103515
23-Feb-12,7.876762,-10.789667,270.70001220703102
21-Feb-12,7.876622,-10.789763,165.89999389648401
23-Feb-12,7.876557,-10.789869,214
21-Feb-12,7.877525,-10.789890,239.39999389648401
21-Feb-12,7.877195,-10.790313,223
22-Feb-12,7.878087,-10.790374,201.89999389648401
21-Feb-12,7.877524,-10.790414,231.5
21-Feb-12,7.877485,-10.791033,215.39999389648401
21-Feb-12,7.878207,-10.791046,200.89999389648401
15-Feb-12,8.078133,-10.751353,219.19999694824199
15-Feb-12,8.080305,-10.772488,205
15-Feb-12,8.053616,-10.760232,222.5
15-Feb-12,8.055144,-10.777205,216.600006103515
15-Feb-12,8.054867,-10.777242,244.39999389648401
15-Feb-12,8.031386,-10.766106,209.80000305175699
16-Feb-12,8.030866,-10.766215,233.89999389648401
15-Feb-12,8.031481,-10.766611,220.5
15-Feb-12,8.031918,-10.766687,236.100006103515
15-Feb-12,8.031059,-10.766998,215
16-Feb-12,8.030401,-10.767067,226.80000305175699
16-Feb-12,8.029991,-10.767240,222
15-Feb-12,8.032564,-10.767264,224.80000305175699
16-Feb-12,8.031545,-10.767316,232
16-Feb-12,8.032190,-10.767377,244.100006103515
16-Feb-12,8.030534,-10.767425,224.69999694824199
15-Feb-12,8.033025,-10.767427,225.80000305175699
15-Feb-12,8.032770,-10.767617,225.69999694824199
16-Feb-12,8.029740,-10.767721,241
16-Feb-12,8.031988,-10.767879,214.69999694824199
16-Feb-12,8.031418,-10.767900,223.89999389648401
16-Feb-12,8.032411,-10.767945,220.600006103515
15-Feb-12,8.033053,-10.768015,223
16-Feb-12,8.030637,-10.768110,243
